ëŒã«é“,èÍïó,ã«êî,ñ{èÍ,ãüëı,é©ïó,éùÇøì_,ÉhÉâ,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,ã«é˚éx,é˚éxîÕàÕ,ÉcÉÇ,ÉçÉì,ó¨ã«,ÉäÅ[É`,ÉäÅ[É`èÑñ⁄,ïõòI,É_É},ÉAÉKÉäèÑñ⁄,îN,åé,ì˙,ééçá
ëOå¥,ìå,2,0,0,ìÏ,24000,3,1,12,13,13,22,#N/A,24,25,25,28,29,31,35,-4000,-2,1,,,1,7,,,,2020,10,20,1
çïëÚ,ìå,2,0,0,êº,29000,3,5,10,7,11,16,17,18,23,24,30,26,31,36,13000,2,1,,,1,8,,,11,2020,10,20,1
äùêX,ìå,3,0,0,êº,20000,34,1,4,8,11,12,14,14,26,28,31,31,35,35,6200,2,1,,,,,3,,8,2020,10,20,1
ñx,ìå,3,0,0,ñk,18000,34,4,5,11,11,18,19,21,22,22,22,26,33,34,-1300,-1,1,,,,,,,,2020,10,20,1
ëOå¥,ìå,3,0,0,ìå,20000,34,2,4,9,20,19,21,24,25,26,27,36,37,37,-3600,-1,1,,,1,8,,,,2020,10,20,1
çïëÚ,ìå,3,0,0,ìÏ,42000,34,5,7,13,17,18,23,24,25,25,30,31,34,35,-1300,-1,1,,,,,,,,2020,10,20,1
äùêX,ìå,4,0,0,ìÏ,26200,8,13,14,17,18,23,24,26,26,26,28,31,33,37,3600,1,,1,,1,4,,,11,2020,10,20,1
ñx,ìå,4,0,0,êº,16700,8,4,9,12,15,17,24,25,25,27,33,34,35,35,0,-1,,,,,,,,,2020,10,20,1
ëOå¥,ìå,4,0,0,ñk,16400,8,4,10,7,12,13,18,21,22,23,27,29,29,36,-3600,-1,,1,,1,8,,,,2020,10,20,1
çïëÚ,ìå,4,0,0,ìå,40700,8,2,3,6,9,9,11,12,14,16,22,27,27,36,0,-1,,,,,,,,,2020,10,20,1
äùêX,ìÏ,1,0,0,ìå,29800,27,2,3,3,8,11,11,20,17,27,27,32,36,36,12000,2,,1,,,,1,,18,2020,10,20,1
ñx,ìÏ,1,0,0,ìÏ,16700,27,2,7,8,9,12,13,16,22,22,23,28,31,34,0,-1,,,,,,,,,2020,10,20,1
ëOå¥,ìÏ,1,0,0,êº,12800,27,1,2,6,6,12,23,25,26,33,33,34,35,35,-12000,-2,,1,,,,1,,,2020,10,20,1
çïëÚ,ìÏ,1,0,0,ñk,40700,27,1,3,10,14,15,19,22,24,24,24,30,32,34,0,-1,,,,,,,,,2020,10,20,1
äùêX,ìÏ,1,1,0,ìå,41800,16,2,6,8,9,9,13,14,14,19,25,30,36,37,2000,1,,,1,1,11,,,,2020,10,20,1
ñx,ìÏ,1,1,0,ìÏ,16700,16,3,4,4,5,#N/A,8,11,17,19,22,23,28,36,-1000,-1,,,1,,,,,,2020,10,20,1
ëOå¥,ìÏ,1,1,0,êº,800,16,1,1,3,6,6,9,13,13,14,17,22,28,37,-1000,-1,,,1,,,,,,2020,10,20,1
çïëÚ,ìÏ,1,1,0,ñk,40700,16,4,5,10,7,11,16,23,24,28,28,34,35,35,-1000,-1,,,1,,,,,,2020,10,20,1
äùêX,ìÏ,2,0,0,ñk,41000,8,5,8,9,12,16,19,21,21,22,24,24,29,37,-1000,-1,,,1,,,,,,2020,10,20,1
ñx,ìÏ,2,0,0,ìå,14200,8,5,6,7,8,11,16,18,28,32,33,33,34,37,-1000,-1,,,1,,,,,,2020,10,20,1
ëOå¥,ìÏ,2,0,0,ìÏ,6600,8,1,1,6,7,13,15,15,17,19,29,31,31,33,-1000,-1,,,1,,,1,,,2020,10,20,1
çïëÚ,ìÏ,2,0,0,êº,38200,8,2,3,4,5,8,11,15,17,22,27,29,32,36,2000,1,,,1,1,6,,,,2020,10,20,1
äùêX,ìÏ,3,1,1,êº,40000,33,2,3,8,9,9,14,23,24,29,29,34,34,35,-4100,-2,1,,,,,,,,2020,10,20,1
ñx,ìÏ,3,1,1,ñk,13200,33,1,2,3,4,6,7,14,14,18,27,31,34,36,-4100,-2,1,,,,,,,,2020,10,20,1
ëOå¥,ìÏ,3,1,1,ìå,5600,33,1,2,6,8,11,19,23,25,26,31,31,33,33,13300,2,1,,,,,2,,13,2020,10,20,1
çïëÚ,ìÏ,3,1,1,ìÏ,40200,33,4,11,12,15,20,16,19,21,21,21,26,31,37,-5100,-2,1,,,1,11,,,,2020,10,20,1
äùêX,ìÏ,3,2,0,êº,35900,17,5,8,15,21,22,25,25,29,32,32,35,35,36,-1500,-1,,,1,,,2,,,2020,10,20,1
ñx,ìÏ,3,2,0,ñk,9100,17,10,7,8,11,15,16,16,18,18,19,25,28,31,1500,1,,,1,,,1,,,2020,10,20,1
ëOå¥,ìÏ,3,2,0,ìå,19900,17,1,1,3,6,9,14,14,16,17,21,28,31,37,1500,1,,,1,,,1,,,2020,10,20,1
çïëÚ,ìÏ,3,2,0,ìÏ,35100,17,1,3,11,11,12,18,26,26,27,29,31,35,35,-1500,-1,,,1,,,1,,,2020,10,20,1
äùêX,ìÏ,3,3,0,êº,34400,14,3,5,6,18,19,24,27,28,29,33,34,34,36,0,-1,,,,,,,,,2020,10,20,1
ñx,ìÏ,3,3,0,ñk,10600,14,2,9,12,16,17,23,26,28,32,32,34,35,35,-6700,-2,,1,,,,2,,,2020,10,20,1
ëOå¥,ìÏ,3,3,0,ìå,21400,14,4,4,7,20,16,16,18,21,22,25,31,32,37,7700,2,,1,,,,3,,14,2020,10,20,1
çïëÚ,ìÏ,3,3,0,ìÏ,33600,14,3,6,9,14,15,16,18,19,22,30,26,29,37,-1000,-1,,,,1,9,,,,2020,10,20,1
äùêX,ìÏ,3,4,0,êº,34400,37,3,3,3,6,8,9,9,12,17,33,34,34,35,-1700,-1,1,,,,,2,,,2020,10,20,1
ñx,ìÏ,3,4,0,ñk,390,37,1,6,9,14,19,22,23,23,30,28,34,36,37,-1700,-1,1,,,,,,,,2020,10,20,1
ëOå¥,ìÏ,3,4,0,ìå,29100,37,4,7,8,16,17,25,27,29,31,32,32,36,36,5100,1,1,,,,,2,,11,2020,10,20,1
çïëÚ,ìÏ,3,4,0,ìÏ,32600,37,1,5,6,11,11,15,17,17,29,31,33,33,37,-1700,-1,1,,,,,,,,2020,10,20,1
äùêX,ìÏ,3,5,0,êº,32700,28,2,4,9,9,15,16,24,25,29,31,33,34,37,-3500,-1,1,,,,,,,,2020,10,20,1
ñx,ìÏ,3,5,0,ñk,2200,28,6,6,7,8,11,11,14,18,22,25,32,33,36,13500,2,1,,,1,10,,,11,2020,10,20,1
ëOå¥,ìÏ,3,5,0,ìå,34200,28,3,8,14,16,17,21,22,29,32,34,35,35,36,-6500,-2,1,,,,,,,,2020,10,20,1
çïëÚ,ìÏ,3,5,0,ìÏ,30900,28,1,4,6,6,8,12,14,17,18,24,28,35,35,-3500,-1,1,,,,,,,,2020,10,20,1
äùêX,ìÏ,4,0,0,ìÏ,29200,1,1,2,3,4,7,18,22,25,28,32,33,37,37,0,-1,,,,,,,,,2020,10,20,1
ñx,ìÏ,4,0,0,êº,15700,1,1,3,4,6,14,18,18,19,24,26,26,28,36,0,-1,,,,,,,,,2020,10,20,1
ëOå¥,ìÏ,4,0,0,ñk,27700,1,10,13,13,14,15,17,19,23,25,27,35,35,36,2600,1,,1,,,,,1,14,2020,10,20,1
çïëÚ,ìÏ,4,0,0,ìå,27400,1,2,6,9,11,12,15,18,21,21,24,26,29,33,-2600,-1,,1,,,,,,,2020,10,20,1
ì‡êÏ,ìå,1,0,0,ìå,25000,18,1,1,5,8,8,11,12,18,21,24,27,29,34,0,-1,,,,,,,,,2020,10,20,2
ãõíJ,ìå,1,0,0,ìÏ,25000,18,1,5,16,16,17,25,27,28,31,32,33,34,36,0,-1,,,,,,,,,2020,10,20,2
ê£åÀåF,ìå,1,0,0,êº,25000,18,3,4,5,10,11,12,22,23,28,29,35,37,37,2000,1,,1,,,,,,6,2020,10,20,2
ç≤ÅXñÿ,ìå,1,0,0,ñk,25000,18,2,3,9,12,14,15,15,20,21,24,31,32,37,-2000,-1,,1,,,,,,,2020,10,20,2
ì‡êÏ,ìå,2,0,0,ñk,25000,17,1,3,15,15,17,19,23,25,27,28,28,28,37,-12000,-2,,1,,,,,,,2020,10,20,2
ãõíJ,ìå,2,0,0,ìå,25000,17,2,5,8,11,12,13,14,18,23,27,29,31,34,0,-1,,,,,,,,,2020,10,20,2
ê£åÀåF,ìå,2,0,0,ìÏ,27000,17,2,4,6,11,16,18,22,24,26,27,32,35,37,0,-1,,,,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìå,2,0,0,êº,23000,17,3,9,13,16,17,21,21,22,26,26,27,32,35,12000,2,,1,,1,14,,,17,2020,10,20,2
ì‡êÏ,ìå,3,0,0,êº,13000,23,2,5,14,18,19,21,23,27,28,32,35,36,37,0,-1,,,,,,,,,2020,10,20,2
ãõíJ,ìå,3,0,0,ñk,25000,23,1,2,12,14,16,19,23,24,26,31,31,33,34,6200,2,,1,,,,,,15,2020,10,20,2
ê£åÀåF,ìå,3,0,0,ìå,27000,23,4,6,7,8,11,11,12,17,22,24,24,26,27,-1000,-1,,,,1,11,,,,2020,10,20,2
ç≤ÅXñÿ,ìå,3,0,0,ìÏ,35000,23,4,7,12,13,13,18,19,19,23,25,27,29,31,-5200,-2,,1,,,,,,,2020,10,20,2
ì‡êÏ,ìå,4,0,0,ìÏ,13000,23,1,1,2,4,6,11,18,23,27,28,29,33,35,-9000,-2,,1,,1,12,,,,2020,10,20,2
ãõíJ,ìå,4,0,0,êº,31200,23,2,2,9,11,11,14,17,18,19,19,23,28,33,0,-1,,,,,,,,,2020,10,20,2
ê£åÀåF,ìå,4,0,0,ñk,26000,23,4,5,5,12,12,16,23,24,29,31,33,35,36,9000,2,,1,,,,,1,13,2020,10,20,2
ç≤ÅXñÿ,ìå,4,0,0,ìå,29800,23,7,7,12,25,30,26,27,31,31,32,32,33,36,0,-1,,,,,,1,,,2020,10,20,2
ì‡êÏ,ìÏ,1,0,0,ìå,4000,37,6,11,16,18,23,23,24,25,26,29,33,33,35,-1000,-1,,,1,,,1,,,2020,10,20,2
ãõíJ,ìÏ,1,0,0,ìÏ,31200,37,2,5,7,8,8,8,11,13,16,18,24,31,37,-1000,-1,,,1,,,,,,2020,10,20,2
ê£åÀåF,ìÏ,1,0,0,êº,35000,37,6,7,9,12,14,14,17,21,22,22,27,34,36,2000,1,,,1,1,6,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,1,0,0,ñk,29800,37,1,2,4,11,15,16,17,17,18,19,22,30,27,-1000,-1,,,1,,,,,,2020,10,20,2
ì‡êÏ,ìÏ,2,1,1,ñk,3000,34,3,7,8,15,19,22,22,23,24,27,32,37,37,-1000,-1,,,1,,,,,,2020,10,20,2
ãõíJ,ìÏ,2,1,1,ìå,30200,34,1,2,4,6,17,19,21,23,25,26,26,29,34,2000,1,,,1,1,8,,,,2020,10,20,2
ê£åÀåF,ìÏ,2,1,1,ìÏ,37000,34,1,2,2,7,9,11,12,16,25,29,31,34,35,-1000,-1,,,1,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,2,1,1,êº,28800,34,5,11,13,16,16,17,22,30,27,32,32,35,37,-1000,-1,,,1,,,,,,2020,10,20,2
ì‡êÏ,ìÏ,2,2,2,ñk,2000,9,2,3,10,6,7,9,11,12,14,16,29,34,34,15600,2,,1,,,,1,,15,2020,10,20,2
ãõíJ,ìÏ,2,2,2,ìå,32200,9,1,2,2,4,6,7,9,13,16,23,24,27,37,0,-1,,,,,,,,,2020,10,20,2
ê£åÀåF,ìÏ,2,2,2,ìÏ,36000,9,1,2,7,8,19,19,19,21,21,23,29,33,36,-13600,-2,,1,,1,12,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,2,2,2,êº,27800,9,3,5,8,9,11,14,15,17,18,24,24,29,31,0,-1,,,,,,,,,2020,10,20,2
ì‡êÏ,ìÏ,3,0,0,êº,17600,7,1,3,9,12,13,15,16,18,22,23,29,32,34,-3900,-1,,1,,,,,,,2020,10,20,2
ãõíJ,ìÏ,3,0,0,ñk,32200,7,2,3,4,9,12,14,18,19,26,26,27,28,32,3900,1,,1,,1,6,,,10,2020,10,20,2
ê£åÀåF,ìÏ,3,0,0,ìå,22400,7,2,3,3,7,11,16,16,19,26,27,31,34,36,0,-1,,,,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,3,0,0,ìÏ,27800,7,7,11,14,14,15,15,18,19,23,25,32,33,37,0,-1,,,,,,,,,2020,10,20,2
ì‡êÏ,ìÏ,4,0,0,ìÏ,13700,19,3,11,14,15,17,23,25,27,28,28,29,32,35,-1500,-1,,,1,,,,,,2020,10,20,2
ãõíJ,ìÏ,4,0,0,êº,36100,19,1,1,6,8,8,16,22,22,27,33,34,36,37,-1500,-1,,,1,,,,,,2020,10,20,2
ê£åÀåF,ìÏ,4,0,0,ñk,22400,19,3,9,16,16,19,19,19,21,22,26,31,36,36,500,1,,,1,1,7,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,4,0,0,ìå,27800,19,2,8,9,13,14,14,21,21,24,24,25,35,37,500,1,,,1,1,7,,,,2020,10,20,2
ì‡êÏ,ìÏ,4,1,2,ìÏ,12200,14,4,5,12,14,20,19,23,24,28,31,31,32,33,-6100,-2,1,,,,,,,,2020,10,20,2
ãõíJ,ìÏ,4,1,2,êº,34600,14,3,3,4,6,7,11,15,17,18,19,22,24,33,-6100,-2,1,,,,,,,,2020,10,20,2
ê£åÀåF,ìÏ,4,1,2,ñk,22900,14,1,2,4,10,6,13,17,19,21,30,26,29,33,-6100,-2,1,,,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,4,1,2,ìå,28300,14,1,2,3,7,8,18,26,29,35,35,36,36,37,20300,2,1,,,,,1,,11,2020,10,20,2
ì‡êÏ,ìÏ,4,2,0,ìÏ,6100,3,5,6,24,24,26,26,27,27,28,29,31,33,34,-10200,-2,,1,,,,,,,2020,10,20,2
ãõíJ,ìÏ,4,2,0,êº,28500,3,1,3,3,4,5,6,11,12,32,33,35,36,37,0,-1,,,,,,1,,,2020,10,20,2
ê£åÀåF,ìÏ,4,2,0,ñk,16800,3,7,7,13,14,22,24,27,28,31,32,34,36,37,0,-1,,,,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,4,2,0,ìå,48600,3,3,8,12,12,13,13,15,20,21,25,26,31,32,10200,2,,1,,1,7,,,8,2020,10,20,2
ì‡êÏ,ìÏ,4,3,0,ìÏ,-4100,16,5,9,11,12,13,16,24,26,27,31,32,33,35,10900,2,,1,,1,8,,,13,2020,10,20,2
ãõíJ,ìÏ,4,3,0,êº,28500,16,4,6,8,13,15,15,20,21,22,23,35,35,36,-8900,-2,,1,,,,1,,,2020,10,20,2
ê£åÀåF,ìÏ,4,3,0,ñk,16800,16,1,1,1,#N/A,4,10,8,12,13,#N/A,18,26,32,-1000,-1,,,,,,,,,2020,10,20,2
ç≤ÅXñÿ,ìÏ,4,3,0,ìå,58800,16,7,11,12,17,17,17,22,25,25,26,32,33,37,0,-1,,,,,,,,,2020,10,20,2
çÇã{,ìå,1,0,0,ìå,25000,19,1,4,5,9,14,24,25,26,26,28,29,29,35,-2600,-1,1,,,,,1,,,2020,10,22,1
ìÒäKì∞,ìå,1,0,0,ìÏ,25000,19,2,3,10,15,16,17,17,18,21,22,32,33,37,5200,2,1,,,1,7,,,10,2020,10,22,1
êêå¥,ìå,1,0,0,êº,25000,19,3,3,7,8,12,13,14,16,16,18,19,32,37,-1300,-1,1,,,,,,,,2020,10,22,1
ãﬂì°,ìå,1,0,0,ñk,25000,19,2,2,3,8,14,15,15,17,18,19,22,31,34,-1300,-1,1,,,,,,,,2020,10,22,1
çÇã{,ìå,2,0,0,ñk,22400,34,1,7,11,11,15,20,22,24,26,27,32,37,37,-1300,-1,,1,,,,,,,2020,10,22,1
ìÒäKì∞,ìå,2,0,0,ìå,30200,34,3,6,15,18,21,22,23,23,28,32,35,36,36,0,-1,,,,,,,,,2020,10,22,1
êêå¥,ìå,2,0,0,ìÏ,23700,34,1,2,2,3,8,12,18,24,26,27,29,32,32,1300,1,,1,,1,4,,,8,2020,10,22,1
ãﬂì°,ìå,2,0,0,êº,23700,34,4,8,11,11,12,16,18,19,19,19,27,28,37,0,-1,,,,,,,,,2020,10,22,1
çÇã{,ìå,3,0,0,êº,21100,28,2,2,3,3,8,14,15,21,27,28,33,35,37,-4000,-2,1,,,,,,,,2020,10,22,1
ìÒäKì∞,ìå,3,0,0,ñk,30200,28,4,5,8,9,11,14,16,19,26,26,27,28,33,-4000,-2,1,,,,,,,,2020,10,22,1
êêå¥,ìå,3,0,0,ìå,25000,28,3,7,9,9,12,20,17,17,21,21,21,24,29,12000,2,1,,,1,13,,,14,2020,10,22,1
ãﬂì°,ìå,3,0,0,ìÏ,23700,28,1,4,6,9,15,22,23,23,25,26,26,36,36,-4000,-2,1,,,,,,,,2020,10,22,1
çÇã{,ìå,3,1,0,êº,17100,15,1,2,2,5,7,11,12,15,16,17,17,24,25,-12300,-2,,1,,,,,,,2020,10,22,1
ìÒäKì∞,ìå,3,1,0,ñk,26200,15,2,3,3,4,9,13,14,14,26,29,31,32,34,0,-1,,,,,,,,,2020,10,22,1
êêå¥,ìå,3,1,0,ìå,37000,15,1,6,8,9,16,17,21,23,31,32,34,35,36,12300,2,,1,,,,,1,13,2020,10,22,1
ãﬂì°,ìå,3,1,0,ìÏ,19700,15,1,4,11,13,17,19,23,24,26,27,27,32,34,0,-1,,,,,,,,,2020,10,22,1
çÇã{,ìå,3,2,0,êº,4800,29,1,3,4,7,7,16,16,17,23,27,29,32,33,3000,1,,,1,,,,,,2020,10,22,1
ìÒäKì∞,ìå,3,2,0,ñk,26200,29,6,8,8,11,15,19,22,23,24,28,28,31,35,-1000,-1,,,1,,,1,,,2020,10,22,1
êêå¥,ìå,3,2,0,ìå,49300,29,1,2,3,3,5,11,12,12,14,25,27,31,32,-1000,-1,,,1,,,,,,2020,10,22,1
ãﬂì°,ìå,3,2,0,ìÏ,19700,29,2,5,9,12,18,18,19,22,25,26,29,31,35,-1000,-1,,,1,,,,,,2020,10,22,1
çÇã{,ìå,4,3,1,ìÏ,6800,12,1,2,8,15,16,21,22,27,29,31,33,35,37,-1000,-1,,,1,,,,,,2020,10,22,1
ìÒäKì∞,ìå,4,3,1,êº,25200,12,4,6,7,11,13,14,16,17,18,22,25,32,37,-1000,-1,,,1,,,,,,2020,10,22,1
êêå¥,ìå,4,3,1,ñk,48300,12,4,6,8,9,14,20,18,19,21,23,28,31,31,-1000,-1,,,1,,,,,,2020,10,22,1
ãﬂì°,ìå,4,3,1,ìå,18700,12,1,3,5,12,17,19,23,23,30,26,27,29,33,2000,1,,,1,1,10,,,,2020,10,22,1
çÇã{,ìå,4,4,2,ìÏ,5800,19,1,3,10,6,7,8,9,14,20,18,23,29,35,-6400,-2,1,,,,,,,,2020,10,22,1
ìÒäKì∞,ìå,4,4,2,êº,24200,19,1,1,2,7,9,11,14,17,22,22,35,36,37,-6400,-2,1,,,,,,,,2020,10,22,1
êêå¥,ìå,4,4,2,ñk,47300,19,4,5,6,8,17,23,24,24,27,28,28,33,35,-6400,-2,1,,,,,,,,2020,10,22,1
ãﬂì°,ìå,4,4,2,ìå,20700,19,5,11,14,15,19,19,21,23,25,31,34,34,36,21200,2,1,,,1,6,,,8,2020,10,22,1
çÇã{,ìå,4,5,0,ìÏ,-600,28,1,2,2,4,4,7,9,9,9,15,28,32,34,-1000,-1,1,,,,,,,,2020,10,22,1
ìÒäKì∞,ìå,4,5,0,êº,17800,28,2,3,3,8,14,14,18,22,23,29,31,33,33,4500,1,1,,,1,7,,,12,2020,10,22,1
êêå¥,ìå,4,5,0,ñk,40900,28,1,6,11,13,14,19,21,22,24,29,31,34,36,-1000,-1,1,,,,,,,,2020,10,22,1
ãﬂì°,ìå,4,5,0,ìå,41900,28,3,11,16,16,16,18,18,18,24,26,26,26,37,-2500,-1,1,,,1,9,,,,2020,10,22,1
çÇã{,ìÏ,1,0,0,ìå,-1600,24,4,8,12,18,18,21,26,28,29,32,33,34,36,-3900,-1,,1,,,,,,,2020,10,22,1
ìÒäKì∞,ìÏ,1,0,0,ìÏ,22300,24,2,2,6,6,8,11,11,13,15,17,19,21,22,0,-1,,,,,,,,,2020,10,22,1
êêå¥,ìÏ,1,0,0,êº,39900,24,1,2,7,14,21,23,24,27,28,32,33,36,36,0,-1,,,,,,2,,,2020,10,22,1
ãﬂì°,ìÏ,1,0,0,ñk,39400,24,3,5,12,13,14,15,16,23,24,26,31,32,34,3900,1,,1,,1,12,,,14,2020,10,22,1
çÇã{,ìÏ,2,0,0,ñk,-5500,27,5,5,6,13,16,18,22,23,25,25,26,31,36,-1300,-1,1,,,,,,,,2020,10,22,1
ìÒäKì∞,ìÏ,2,0,0,ìå,22300,27,4,12,14,20,16,23,23,27,27,28,34,35,36,-2600,-1,1,,,,,,,,2020,10,22,1
êêå¥,ìÏ,2,0,0,ìÏ,39900,27,3,6,7,9,13,15,15,17,17,19,21,32,35,-1300,-1,1,,,,,1,,,2020,10,22,1
ãﬂì°,ìÏ,2,0,0,êº,43300,27,2,2,3,7,13,14,17,18,18,26,28,34,35,5200,2,1,,,1,8,,,10,2020,10,22,1
çÇã{,ìÏ,3,0,0,êº,-6800,16,4,6,12,13,13,14,15,18,18,26,28,35,35,0,-1,,,1,,,,,,2020,10,22,1
ìÒäKì∞,ìÏ,3,0,0,ñk,19700,16,1,1,5,6,7,15,18,21,21,25,26,32,35,0,-1,,,1,,,,,,2020,10,22,1
êêå¥,ìÏ,3,0,0,ìå,38600,16,3,5,8,11,15,16,21,23,24,26,31,32,33,0,-1,,,1,,,,,,2020,10,22,1
ãﬂì°,ìÏ,3,0,0,ìÏ,48500,16,1,5,6,6,7,9,11,11,17,22,25,33,36,0,-1,,,1,,,,,,2020,10,22,1
çÇã{,ìÏ,4,1,0,ìÏ,-6800,25,2,5,9,11,12,16,17,24,28,29,34,37,37,-1000,-1,,,1,,,,,,2020,10,22,1
ìÒäKì∞,ìÏ,4,1,0,êº,19700,25,3,10,11,18,21,21,25,27,31,33,33,35,36,-1000,-1,,,1,,,1,,,2020,10,22,1
êêå¥,ìÏ,4,1,0,ñk,38600,25,2,6,11,12,13,16,22,26,28,29,29,31,31,2000,1,,,1,1,13,,,,2020,10,22,1
ãﬂì°,ìÏ,4,1,0,ìå,48500,25,3,4,8,14,19,19,21,26,32,32,34,34,35,-1000,-1,,,1,,,1,,,2020,10,22,1
èüñî,ìå,1,0,0,ìå,25000,6,1,4,7,8,11,13,15,16,19,22,26,27,29,500,1,,,1,1,8,,,,2020,10,22,2
ì°çË,ìå,1,0,0,ìÏ,25000,6,1,2,6,12,17,23,23,23,30,31,34,35,36,-1500,-1,,,1,,,,,,2020,10,22,2
òaãví√,ìå,1,0,0,êº,25000,6,6,8,8,12,15,22,23,25,26,31,33,35,37,-1500,-1,,,1,,,,,,2020,10,22,2
í©ëq,ìå,1,0,0,ñk,25000,6,1,3,5,8,14,14,20,19,24,24,28,32,36,1500,1,,,1,,,1,,,2020,10,22,2
èüñî,ìå,1,1,1,ìå,25500,18,1,6,7,8,9,11,11,13,16,19,26,31,33,-4100,-2,1,,,,,,,,2020,10,22,2
ì°çË,ìå,1,1,1,ìÏ,23500,18,3,3,4,5,11,12,15,17,31,34,34,34,36,-2100,-1,1,,,,,,,,2020,10,22,2
òaãví√,ìå,1,1,1,êº,23500,18,4,4,12,15,20,23,23,25,26,28,33,35,37,-2100,-1,1,,,,,,,,2020,10,22,2
í©ëq,ìå,1,1,1,ñk,26500,18,7,8,11,13,18,19,24,24,30,27,33,35,36,9300,2,1,,,1,6,,,9,2020,10,22,2
èüñî,ìå,2,0,0,ñk,21400,24,3,3,9,11,13,13,14,21,23,28,31,33,36,-1000,-1,,,1,,,,,,2020,10,22,2
ì°çË,ìå,2,0,0,ìå,21400,24,1,2,3,9,9,19,22,24,25,25,31,32,37,-1000,-1,,,1,,,,,,2020,10,22,2
òaãví√,ìå,2,0,0,ìÏ,21400,24,2,6,12,16,17,18,22,23,26,27,27,34,37,-1000,-1,,,1,,,,,,2020,10,22,2
í©ëq,ìå,2,0,0,êº,35800,24,4,4,7,7,8,12,13,21,28,34,34,36,37,2000,1,,,1,1,11,,,,2020,10,22,2
èüñî,ìå,3,1,1,êº,20400,1,4,5,8,12,13,16,16,19,21,23,34,34,35,3300,1,,1,,,,2,,13,2020,10,22,2
ì°çË,ìå,3,1,1,ñk,20400,1,6,9,11,13,19,22,22,23,26,29,31,37,37,0,-1,,,,,,,,,2020,10,22,2
òaãví√,ìå,3,1,1,ìå,20400,1,3,9,11,12,14,15,17,23,25,26,27,33,37,-2300,-1,,1,,1,10,,,,2020,10,22,2
í©ëq,ìå,3,1,1,ìÏ,37800,1,1,2,7,11,12,14,14,15,17,21,24,25,29,0,-1,,,,,,,,,2020,10,22,2
èüñî,ìå,4,0,0,ìÏ,23700,11,1,10,8,9,11,16,21,22,27,32,33,35,35,-4000,-2,1,,,,,,,,2020,10,22,2
ì°çË,ìå,4,0,0,êº,20400,11,5,6,8,13,14,20,18,21,21,22,23,27,29,-4000,-2,1,,,,,,,,2020,10,22,2
òaãví√,ìå,4,0,0,ñk,18100,11,6,9,9,14,16,19,22,23,24,29,31,34,36,-4000,-2,1,,,,,,,,2020,10,22,2
í©ëq,ìå,4,0,0,ìå,37800,11,1,7,12,12,13,14,15,30,27,31,36,37,37,12000,2,1,,,1,11,,,13,2020,10,22,2
èüñî,ìå,4,1,0,ìÏ,19700,5,1,2,3,8,12,13,19,21,24,32,33,34,35,4200,1,,1,,,,1,,16,2020,10,22,2
ì°çË,ìå,4,1,0,êº,16400,5,4,5,7,7,11,14,16,16,17,26,27,28,34,-4200,-2,,1,,,,,,,2020,10,22,2
òaãví√,ìå,4,1,0,ñk,14100,5,1,4,9,12,12,21,23,25,27,31,34,36,37,0,-1,,,,,,,,,2020,10,22,2
í©ëq,ìå,4,1,0,ìå,49800,5,1,4,8,9,9,11,11,15,21,23,31,32,34,0,-1,,,,,,,,,2020,10,22,2
èüñî,ìÏ,1,0,0,ìå,23900,6,3,3,6,11,12,13,14,14,18,19,32,36,37,6000,2,1,,,,,1,,17,2020,10,22,2
ì°çË,ìÏ,1,0,0,ìÏ,12200,6,1,2,9,16,21,22,23,23,26,31,32,34,35,-2000,-1,1,,,,,,,,2020,10,22,2
òaãví√,ìÏ,1,0,0,êº,14100,6,4,4,8,8,9,13,14,20,19,25,26,33,33,-2000,-1,1,,,,,1,,,2020,10,22,2
í©ëq,ìÏ,1,0,0,ñk,49800,6,2,7,9,13,16,17,19,25,28,28,32,34,35,-2000,-1,1,,,,,1,,,2020,10,22,2
èüñî,ìÏ,1,1,0,ìå,29900,13,3,6,6,8,9,11,15,17,17,24,26,32,37,-1700,-1,1,,,,,,,,2020,10,22,2
ì°çË,ìÏ,1,1,0,ìÏ,10200,13,1,2,2,4,4,5,6,11,16,28,33,34,36,-900,-1,1,,,,,2,,,2020,10,22,2
òaãví√,ìÏ,1,1,0,êº,12100,13,7,11,13,14,14,16,18,18,22,25,31,31,33,-900,-1,1,,,,,,,,2020,10,22,2
í©ëq,ìÏ,1,1,0,ñk,47800,13,3,12,12,17,17,19,19,19,27,27,32,33,35,3500,1,1,,,,,,1,8,2020,10,22,2
èüñî,ìÏ,2,0,0,ñk,28200,11,3,5,9,11,13,14,15,17,17,19,23,25,37,8000,2,1,,,1,10,,,11,2020,10,22,2
